Aktuell_vermietet,Badewanne,Balkon,Barrierefrei,Baujahr,Dachboden,Denkmalobjekt,Dusche,Einbaukueche,Einliegerwohnung,Preis__in__EUR,Gaeste_WC,Garage_Stellplatz,Garten__mitnutzung,Grundstuecksflaeche__m2,Haustiere_erlaubt,Haustyp,Heizkosten__in__EUR,Heizungsart,Keller,Moebliert_Teilmoebliert,Provision__in__EUR,Terrasse,Verfuegbar_ab_Jahr,Verfuegbar_ab_Monat,Verkaeufer,Wohnflaeche__m2,Zimmer,adid,kw,plz,posterid
,"true",,,"1929","true",,"true",,,"255000","true","true","true","682",,"doppelhaushaelfte",,"gasheizung","true",,"nein","true",,,"privat","120","6","715659468","Moderne_Doppelhaushaelfte_in_bevorzugter__ruhiger_Lage__Oststadt_","31224","3047822"
,"true","true","true","2011","true",,,"true",,"378000","true","true",,"524",,"einfamilienhaus",,"gasheizung",,,"nein",,"2018","2","privat","160","5","731540809","Schoenes_Wohn__und_Geschaeftshaus_mit_Swimmingpool_in_Hengersberg","94491","3685148"
,"true",,"true","1959",,,,"true",,"139000",,"true",,"720",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","7","725263495","Grosszuegiges_Einfamilienhaus_am_Stadtrand_von_25704...","25704","26517932"
,"true",,,"1888",,,"true","true",,"49000",,,"true","674",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","100","4","413572909","ObjNr:13595___Einfamilienhaus_in_ruhiger_doerflicher...","17398","32579012"
,,,,,,,,,,"649000",,"true",,"531",,"einfamilienhaus",,"zentralheizung",,,"nein","true",,,"gewerblich","140","4","634500597","„Leben_und_Wohnen_im_Historischen_Wittenduener_Dorf...","25826","33279944"
,"true","true",,"1900",,,"true",,,"29000",,,"true","535",,"einfamilienhaus",,"zentralheizung","true",,"nein","true",,,"gewerblich","120","4","671353454","Einfamilienhaus_mit_Gestaltungsmoeglichkeit","38828","50827921"
,"true",,,,"true",,"true","true",,"170000",,"true",,"3500",,"einfamilienhaus",,"oelheizung","true",,,"true","2017","12","privat","160","8","755815064","Einfamilienhaus_in_Warburg_Wormeln","34414","12465097"
,,,,"2001",,,,"true",,"269000",,"true",,"632",,"einfamilienhaus",,"fernwaerme",,,"ja",,,,"gewerblich","160","8","608525666","Modernes_Enfamilienhaus_mit_schoener_Aussicht","25884","33709188"
,,,,,,,,,,"160000",,"true",,,,"reihenhaus",,,,,"nein",,,,"gewerblich","80","2","748197124","Bungalow_Neubau___kfw_55_Reihenhaus_in_Schuby","24850","33709188"
,,,,"2017",,,,,,"348728","true",,,"782",,"einfamilienhaus",,,,,"nein",,,,"gewerblich","120","3","692361600","Schoener_Massiv_Bungalow_in_Hamminkeln_Mehrhoog","46499","47286210"
,"true",,,"1974",,,,"true",,"159000",,"true",,"962",,"bungalow",,,,,"ja","true",,,"gewerblich","80","3","713031990","Schmuckes_Wohnhaus_im_Feriengebiet__mit_ueberdachter...","38446","27442610"
,"true","true","true","1967",,,"true",,,"185000","true","true",,"874",,"einfamilienhaus",,"gasheizung","true",,"nein","true","2017","11","privat","160","7","737367338","Immobilien_Verkaufen_in_Frankreich","66333","33406967"
,,,,,,,,,,"99000",,"true","true","253",,"doppelhaushaelfte",,"zentralheizung",,,"ja",,,,"gewerblich","100","4","731235376","!!!_DHH_MIT_NEBENGEBÄUDE_!!!","26553","34428073"
,"true",,,"2016",,,"true","true",,"850","true","true",,,,"doppelhaushaelfte",,"fussbodenheizung",,,,"true","2018","2","privat","140","4","739186294","Exklusive__Doppelhaushaelfte","26605","43202624"
,"true","true",,"1989",,,"true","true",,"135000","true","true",,"290",,"doppelhaushaelfte",,,,,"ja",,,,"gewerblich","100","4","726604394","gut_aufgeteilte_Doppelhaushaelfte_in_guenstiger_Lage_von...","26607","37266410"
,"true",,,"2017",,,"true",,,"219000",,"true","true","238",,"doppelhaushaelfte",,"zentralheizung",,,"ja",,,,"gewerblich","100","4","711225132","ObjNr:B_15654___moderne_DHH_in_guter_Wohnlage","26605","32579336"
,"true",,,"2017",,,"true",,,"219000",,"true","true","238",,"doppelhaushaelfte",,"zentralheizung",,,"ja",,,"1","gewerblich","100","4","711225137","ObjNr:15654___Neue_Doppelhaushaelfte_mit_Garten","26605","32579336"
,"true",,,"1996","true",,"true","true",,"245000",,"true",,"1200",,"doppelhaushaelfte",,"gasheizung",,,"nein","true","2017","12","privat","160","5","755422811","Doppelhaushaelfte__courtagefrei__grosses_Grundstueck_in_ruhiger_Lage","18246","11097667"
,"true",,,"1981",,,"true","true","true","169000",,"true",,"595",,"einfamilienhaus",,"zentralheizung","true",,"nein","true",,,"gewerblich","160","4","590064443","Ohne_Kaeufercourtage!_Gemuetliches_Einfamilienhaus_in...","24861","41320816"
,"true","true",,"1992","true",,"true","true",,"179000","true","true","true","732.00",,"einfamilienhaus",,"zentralheizung","true",,"nein","true","2017","11","privat","160","6.0","761907800","Wunderschoenes_Einfamilienhaus","97291","51785558"
,,,,"2017",,,"true",,,"235000","true","true",,"300",,"doppelhaushaelfte",,"zentralheizung",,,"ja",,,,"gewerblich","100","4","642129521","Neubau_Doppelhaushaelfte__in_Aurich_Extum_ganz_nach...","26605","37266410"
,,,,"1930",,,,,,"65000",,,,"1523",,"andere",,"zentralheizung",,,"ja",,,,"gewerblich","80","3","748217563","kleines_Landarbeiterhaus_als_Ferienhaus_vor_den_Toren...","26831","27550272"
,,,,"1880",,,,,,"290000",,,,"10100",,"bauernhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","7","668485064","Verwirklichen_Sie_Ihren_Traum___gepflegter_Gulfhof_mit...","26831","12924157"
,,,,"2014",,,,,,"155000",,,,"382",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","80","3","733384857","Senioren_aufgepasst_!_Top_gepflegte_...","26632","22566745"
,"true",,,"1995",,,"true",,,"119000","true",,"true","311",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","140","5","667600966","Einfamilienhaus_in_zentraler_Lage_von_Ihlow__...","26632","35176772"
,,,,"1900",,,,,,"35000",,,,"600",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","120","5","537366280","Sanierungsbeduerftiges_Haus_in_Wesernaehe___stark...","32469","42025411"
,"true",,,"2008",,,"true",,,"239900",,"true","true","487",,"doppelhaushaelfte",,"fussbodenheizung",,,"ja",,,,"gewerblich","140","4","706636126","ObjNr:B_15622___Hochwertige_Top_DHH_in_ruhiger...","26607","32579414"
,"true",,,"2008",,,"true",,,"239900",,"true","true","487",,"doppelhaushaelfte",,"fussbodenheizung",,,"ja",,,,"gewerblich","140","4","706636131","ObjNr:15622___Diese_wunderschoene_helle_Einfam_DHH_wird...","26607","32579414"
,,,,"1936",,,,,"true","137500","true",,,"1797",,"mehrfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","10","734779494","Zweifamilienhaus___zentral_gelegen_..._und_ruhig_und...","31595","42025411"
,,,,"1954",,,,,,"129000",,"true",,"620",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","100","5","715730679","Geraeumiges_Einfamilienhaus_in_ruhiger_Siedlungslage...","26632","12403070"
,,,,"1988",,,,,,"179000",,"true",,"750.00",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","5.0","757615278","Solides_EFH_in_ruhiger_Wohnlage_von_Ihlow","26632","12403070"
,,,,"2015",,,,,,"595",,"true",,,,"einfamilienhaus",,"zentralheizung",,,,,"2018","1","gewerblich","160","5.0","761522960","Erstbezug___grosszuegiges_EFH_in_Sackgassenendlage_von...","26624","12403070"
,,,,,,,,,,"59500",,,,"1350",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","100","3","638723266","Fleissiger_Selbermacher_gesucht!","26831","38480111"
,,,,"2017",,,"true",,,"220000",,"true",,"134",,"andere",,"zentralheizung",,,"ja","true",,,"gewerblich","160","5","748354639","Doppelhaushaelfte_in_exklusiver_Pagodenbauweise...","26810","27550272"
,,,,"1983",,,"true",,,"1850000","true","true","true","446",,"einfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","6","607011087","Exklusiver_Standort_an_der_Oberen_Wandelbahn_in_Wittduen","25946","33279856"
,,,,"1968",,,,,,"179000",,"true",,"756",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","7","625521797","Greifen_sie_schnell_zu","32469","41723674"
,,,,"1849",,,,"true",,"495000",,"true",,"4456",,"einfamilienhaus",,,,,"ja",,,,"gewerblich","160","7","541445867","R_E_N_E___A_S_M_U_S_S_E_N___Historisches...","25924","9273285"
,,,,,,,,,,"145000",,,,"2870",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","140","4","748061819","Wohnhaus_mit_Anbau_und_Halle","27239","37501565"
,,,,"1963",,,,,,"385000",,,,"1089",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","6","735444087","Wunderschoenes_Ein_/Zweifamilienhaus_in_einem...","28844","37501565"
,,,,"1924",,,,,,"155000","true","true",,"420",,"mehrfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","8","730310268","Vielseitiges_Haus_mit_3_WE_davon_2_vermietet!","21785","31270836"
,,,,"1981",,,,,,"225000",,,,"904",,"villa",,,,,"ja",,,,"gewerblich","160","6","726053317","Repraesentatives_Einfamilienhaus_in_Sackgassenlage!","49699","348522"
,,,,"1933",,,,,,"149000",,"true",,"5300",,"einfamilienhaus",,"ofenheizung",,,"ja",,,,"gewerblich","160","7","748806897","Grundsolider_Gutshof_mit_Sanierungsbedarf_in...","26632","12403070"
"true","true",,,"1995","true",,,"true",,"660000",,,"true",,,"einfamilienhaus",,"oelheizung","true",,"nein","true","2018","1","privat","120","8","736285063","Einfamilienhaus_vom_Eigentuemer_ohne_Provision_in_Treptow_Koepenick","12355","19078142"
,,,,"2017",,,,,,"374900",,"true",,"508",,"reihenhaus",,"fernwaerme",,,"nein",,,,"gewerblich","140","5","617722256","*Reiheneckhaus_in_Essen_Horst_inkl._grossem_Grundstueck...","45279","39888388"
,,,,"2017",,,,,,"329900",,"true",,"215",,"reihenhaus",,"fernwaerme",,,"nein",,,,"gewerblich","140","5","583864352","*Reiheneckhaus_in_Essen_Horst_inkl._Grundstueck__Raus...","45279","39888388"
,,,,"2017",,,,,,"319900",,"true",,"184",,"reihenhaus",,"fernwaerme",,,"nein",,,,"gewerblich","140","5","583858035","*Mittelhaus_inkl._Grundstueck_in_Essen_Horst_hat_ein...","45279","39888388"
,,,,"1960",,,,,,"110000",,"true",,"1831",,"einfamilienhaus",,,,,"nein",,,,"gewerblich","120","4","712919663","Einfamilienhaus_mit_Garage_und_Doppelcarport!","25924","33279927"
,,,,"2017",,,,,,"359900",,"true",,"375",,"reihenhaus",,"fernwaerme",,,"nein",,,,"gewerblich","140","5","617722286","*Schickes_Reihenmittelhaus_in_Essen_Horst_inkl....","45279","39888388"
,,,,"1930",,,,,,"175000",,,,"317",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","5","704069673","Herrliches_Einfamilienhaus_in_Twistringen","27239","37501565"
"true",,,,"1928",,,"true","true",,"460000",,,"true","153",,"einfamilienhaus",,"oelheizung","true",,"nein",,"2018","1","privat","120","5","736259988","Einfamilienhaus_vom_Eigentuemer_ohne_Provision_in_Berlin_Rudow","12355","19078142"
,,,,"1920",,,,,,"125000",,,,"1213",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","8","642863480","Grosszuegiges_Wohnhaus_in_zentraler_Lage","27239","37501565"
,,,,"1981",,,,,,"195000",,,,"1041.00",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","6.0","762053401","Gemuetliches__gepflegtes_Einfamilienhaus_mit_Garage","27251","37501565"
,,,,"2017",,,,,,"339900",,"true",,"337",,"reihenhaus",,"fernwaerme",,,"nein",,,,"gewerblich","140","5","617722349","**Ein_Haus_voll_Sonne_in_Essen_Horst__gepflegte...","45279","39888388"
,"true",,,"1982",,,"true","true",,"189000",,"true",,"690",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","4","747035697","Idyllisches_Einfamilienhaus_an_der_Nordsee;...","21785","17866632"
,"true",,"true",,"true",,"true","true",,"130000",,"true",,"828",,"einfamilienhaus",,"gasheizung","true","true","nein","true",,,"privat","140","6","755585636","Wohnhaus_mit_Garten_und_grosser_Terrasse","21785","25413515"
,"true",,,"1965",,,"true",,,"269000","true","true","true","1166",,"andere",,"oelheizung",,"true","ja",,"2017","11","gewerblich","160","10","735741450","21785_Neuhaus__Naehe_Otterndorf:_Hotel_Garni__Grossraum_Cuxhaven","21785","31768334"
,,,,,,,,,,"35000",,,,"2000",,"einfamilienhaus",,,,,"ja",,"2017","11","gewerblich","140","7","731318301","21775_Steinau/_Naehe_Otterndorf:__Baugrundstueck_mit_Rohbau","21775","31768334"
,,,,"1910",,,"true",,,"120000",,"true","true","921",,"doppelhaushaelfte",,"zentralheizung",,,"ja",,,,"gewerblich","100","4","606822998","Vielseitig_nutzbare_Doppelhaushaelfte_auf_grossem...","26389","45391771"
,"true",,,"1925",,,"true",,,"89500",,"true","true","665.00",,"doppelhaushaelfte",,,"true",,"ja",,,,"gewerblich","160","5.0","752422858","Geraeumiges_Einfamilienhaus_auf_gepflegtem_Grundstueck__...","18513","42775959"
,,"true",,"1967",,,,"true",,"125000",,"true","true","1901",,"mehrfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","160","7","735644539","Ruhige_Wohnlage_und_grosser_Garten!","36433","48547320"
,,,,"1960",,,,,,"95000",,,,"184",,"reihenhaus",,"zentralheizung",,,"ja",,,,"gewerblich","100","4","459094284","Gemuetliches_Reihenmittelhaus_in_Twistringen","27239","37501565"
,,,,"1976",,,,,,"595000",,,,"2850",,"villa",,"zentralheizung",,,"ja",,,,"gewerblich","160","11","738297855","Mehrgenerationenhaus_mit_Schwimmbad_u._Sauna_sowie...","27239","37501565"
,"true",,,"2006",,,"true",,,"398000","true","true",,"642",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","5","705904894","Wundervolles_Wohnhaus_im_Herzen_der_Stadt","26655","34272207"
,"true",,,"2007",,,"true",,,"240000",,"true","true","711",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","6","714433531","Grosszuegiges_Einfamilienhaus_mit_4_Schlafzimmern_und...","49635","42271235"
,"true",,"true","1994",,,"true","true",,"235000",,"true","true","903.00",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","8.0","761806893","***Top_gepflegtes_Einfamilienhaus_in_bevorzugter...","26842","41381761"
,,,"true","2017",,,,,,"210000","true","true",,,,"einfamilienhaus",,"fernwaerme",,,"ja","true",,,"gewerblich","120","3","711259616","Neubau___Niedrigenergie__KFW_40_!_Schicker_...","49699","46838272"
"true","true",,,"1953",,,"true",,,"110000","true","true","true","2826",,"einfamilienhaus",,"oelheizung",,,"nein","true","2017","8","privat","160","8","682732348","Grosses_Haus_in_Wendisch_Baggendorf","18513","12716241"
,,,,"1964",,,,,,"365000",,,,"6179",,"einfamilienhaus",,,,,"ja",,,,"gewerblich","160","11","594889815","TOP!_Grosszuegiges_Landhaus_mit_eigenem_kleinen_Wald_...","49699","39545512"
,,,,"1700",,,,,,"690000",,"true","true","1396",,"mehrfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","17","515482530","Repraesentatives_saniertes_Schloss_in_Westthueringen!","36433","48547320"
,,,,"1994",,,,,,"140000",,,,"300",,"doppelhaushaelfte",,"zentralheizung",,,"ja",,,,"gewerblich","120","4","738844887","Erstklassige_Doppelhaushaelfte_mit_Carport","27239","37501565"
,,,,"2014",,,,"true",,"318000",,,,"1157",,"einfamilienhaus",,,,,"ja",,,,"gewerblich","160","4","473019703","Lindern___Neuwertiges_Einfamilienhaus__ebenerdig__auf...","49699","28643189"
,,,,"1992",,,,"true",,"244900","true",,"true","445.00",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","4.0","761957164","*_Gemuetlich_wohnen___ideal_fuer_eine_junge_Familie!_–...","26655","47747947"
,,,,"1985",,,"true","true",,"1300000","true",,,"13742",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","7","731196667","DUMAX°°°Wohnen_wie_ein_Gutsherr.....Reetgedecktes...","49635","34042382"
,"true",,,"1950",,,"true","true",,"980",,"true","true",,,"einfamilienhaus","60","gasheizung",,,,"true","2017",,"privat","160","3.0","761740332","Bungalow_in_Basdorf_Waldheim__zu_vermieten_ohne_Makler!","16348","313757"
,"true",,,,,,,,,"750","true",,,,,"einfamilienhaus",,"gasheizung",,,,"true","2017","10","privat","100","4","738828407","Einfamilienhaus_zur_Miete","37077","18515422"
,"true",,,,,,"true","true",,"369999",,,,"792",,"villa",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","679489916","Wenige_Bauplaetze_in_Dannenbuettel...EFH_inklusive","38524","40065081"
,,,,"1998",,,,,,"268000",,,,"854",,"einfamilienhaus",,,,,"ja","true",,,"gewerblich","160","6","717546394","Schickes_Einfamilienhaus_mit_Doppelgarage_in...","49681","46838272"
,"true",,,"1952","true",,"true","true",,"180000","true","true","true","2300",,"einfamilienhaus",,"oelheizung","true",,"nein","true","2018",,"privat","120","4","724567716","Haus_im_Gruenen_ideal_fuer_Pendler","18507","50216259"
,,,,,,,,,,"220000",,,,,,"bungalow",,,,,"ja",,,,"gewerblich","160","6","709092815","Zurueck_nach_Lindern!_Zurueck_in_die_Heimat!","49699","28643189"
,"true",,,"1920","true",,"true",,,"115000","true","true","true","370",,"doppelhaushaelfte",,"gasheizung","true",,"nein",,,,"privat","120","6","754373961","Doppelhaushaelfte_in_Bad_Salzungen","36433","45343768"
,,,,"1957",,,,,,"105000",,"true",,"209",,"doppelhaushaelfte",,"zentralheizung",,,"nein",,,,"gewerblich","120","3","395720485","PROVISIONSFREI_fuer_Kaeufer___Gemuetliche...","27239","20440017"
,,,,"1971",,,,,,"165000",,,,"895",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","140","8","760405410","Die_Lage_zaehlt!___Zweifamilienhaus_in_ruhiger_Lage_in...","49635","31764406"
,,,,"1700",,,,,"true","690000",,"true","true","1396",,"andere",,"zentralheizung","true",,"nein","true",,,"gewerblich","160","17","515482506","Repraesentatives_saniertes_Schloss_in_Westthueringen!","36433","48547320"
,,"true",,"2015",,,"true","true",,"600","true","true",,,,"einfamilienhaus",,"gasheizung",,,,,"2017","12","privat","80","2","748040900","Freistehendes_Haus_ohne_Garten","83451","23332516"
,"true",,,,,,"true","true",,"299999",,,,"650",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","679489939","Wenige_Bauplaetze_in_Dannenbuettel...EFH_inklusive","38524","40065081"
,,,,"2009",,,,,,"535000",,,,"1875",,"einfamilienhaus",,,,,"ja","true",,,"gewerblich","160","6","652812119","Neuer_Preis!_Sehr_schoenes_Betriebsleiterwohnhaus_mit...","49681","46838272"
,,,,"1976",,,,"true",,"260000","true",,"true","925.00",,"einfamilienhaus",,"zentralheizung","true",,"ja","true",,,"gewerblich","160","7.0","761956969","**_MIT_HERZ_UND_VERSTAND___9_ZIMMER_SCHMUCKSTÜCK_mit...","49681","47747947"
,,,,,,,,,,"200000",,,,,,"bungalow",,,,,"ja",,,,"gewerblich","160","5","709116017","Mein_Traum?_Ein_Bungalow!","49696","28643189"
,,,,"1998",,,,,"true","278000",,"true","true","976",,"einfamilienhaus",,"zentralheizung",,,"ja","true",,,"gewerblich","160","8","696475094","Ein__Zweifamilienhaus_mit_Einliegerwohnung_in_Minden","32427","42424400"
,,,,"1993",,,,,,"260000",,,,"589",,"mehrfamilienhaus",,,,,"ja","true",,,"gewerblich","160","7","724258729","RESERVIERT!_Ideale_Geldanlage!_Gepflegtes...","49681","46838272"
,"true",,,"2003",,,"true",,,"190000",,"true",,"400",,"doppelhaushaelfte",,"zentralheizung",,,"nein","true",,,"privat","100","3","754993592","Privatverkauf_Provisionfrei_Haus_in_Garrel_zu_verkaufen","49681","11414145"
,,,,,,,,,,"600","true",,"true",,,"einfamilienhaus",,"gasheizung",,,,,"2018","1","privat","120","4","726472211","Kleine_Familie__Handwerklich_begabt_:___sucht_Haus_zum_Mieten!","67657","16857358"
,"true",,,,,,"true",,,"188142",,,,"856",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","100","3","729978924","Bungalow_mit_Grundstueck___alles_bequem_auf_einer_Ebene!","98701","42399135"
,,,,"1959",,,"true",,,"95000",,"true","true","571.00",,"doppelhaushaelfte",,"zentralheizung","true",,"ja",,,,"gewerblich","160","9.0","696683443","Ein_/Zweifamilienhaus_in_Rehau","95111","34474227"
,"true",,,"2017",,,"true",,,"173994","true",,,"508",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","609568869","Raus_aus_der_Miete!","07349","42399135"
,"true",,,"2017",,,"true",,,"189994","true",,,"508",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","581368145","KfW55_Standard!_Schoener_kann_man_nicht_wohnen_...","07349","42399135"
,"true",,,"2017",,,"true",,,"211994","true",,,"508",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","581367903","KfW55__Standard!_Ihr_Traumhaus_fuer_die_ganze_Familie.","07349","42399135"
,"true",,,"2017",,,"true",,,"164994","true",,,"508",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","140","5","581367972","KfW55__Modernes_und_schoenes_Einfamilienhaus","07349","42399135"
,"true",,,"2017",,,"true",,,"170994","true",,,"508",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","609568824","Endlich_genug_Platz_fuer_die_ganze_Familie!","07349","42399135"
,,,,"2001",,,,"true",,"234500",,"true",,"882",,"mehrfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","6","696804243","Jung__modern_...__und_noch_zu_haben!","25794","42326911"
,"true",,,"1984",,,"true",,,"149000","true","true",,"3800",,"mehrfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","7","600839322","Das_soll_es_sein!_Zweifamilienhaus_in_idyllischer...","27412","22899439"
,,,,,,,,,,"162545","true",,,"850",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","120","4","754445545","Handwerker_bauen_selber_aus_und_sparen_richtig","95173","42399135"
,,,,,,,,,,"174369","true",,,"1100",,"andere",,"zentralheizung",,,"nein",,,,"gewerblich","120","3","754445494","Bauen_sie_ihr_eigenes_Traumhaus_mit_Allkauf","95173","42399135"
,,,,,,,,,,"186997","true",,,"1000",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","754445527","Und_taeglich_gruesst_mich_mein_eigenes_Haus_!","95173","42399135"
,"true","true",,"1958",,,"true",,,"125000",,,,"343",,"mehrfamilienhaus",,"oelheizung",,,"ja",,"2017","4","gewerblich","160","8","642465657","H_2148_Solides_3_Fam._Haus_am_Ortsrand!","95173","41407163"
,"true",,,"2017",,,"true",,,"154793","true",,,"508",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","609568799","KfW55__Standard!_Leben_und_Wohlfuehlen_im_Gruenen_...","07349","42399135"
,"true",,,"2017",,,"true",,,"173994","true",,,"508",,"andere",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","609569014","KfW55___Standard!_Traumhaftes_meditteranes...","07349","42399135"
,"true",,,"2017",,,"true",,,"168994","true",,,"508",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","140","4","581367936","KfW55__Standard!_Leben_und_Wohlfuehlen_im_Gruenen_...","07349","42399135"
,"true",,,,,,"true",,,"270700",,,,"663",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","650686434","Durch_neue_Wohnqualitaet_ein_unbezahlbares...","24395","47346353"
,,,,,,,,,,"201000",,,,"671",,"bungalow",,,,,"nein",,,,"gewerblich","120","4","719287089","Das_Leben_faengt_da_an__wo_man_zuhause_ist_!!!","24395","47346353"
,"true",,,,,,"true",,,"278700",,,,"663",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","120","4","650689007","Die_Ostsee__fast_vor_Ihrer_Haustuer","24395","47346353"
,,"true",,"1972",,,,,,"475000",,"true","true","303.00",,"doppelhaushaelfte",,"andere","true",,"ja","true",,,"gewerblich","160","5.0","747331145","VIEL_PLATZ_UND_SONNIG_MIT_AUSSICHT_INS_TAL","79639","47649092"
,,,,"1974",,,,,,"159000",,"true",,"799",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","140","4","720913073","Burg:_Ihr_eigenes_Heim_und_damit_verdienen_Sie_.....","25712","29016522"
,,,,"1950","true",,"true","true",,"129000",,"true",,"500",,"einfamilienhaus",,"zentralheizung","true",,"ja",,,,"gewerblich","100","3","752960080","Schnuckeliges_Haeuschen_im_Luftkurort_Burg","25712","35500829"
,"true",,,,,,"true",,,"163848","true",,,"800",,"einfamilienhaus",,"etagenheizung",,,"nein",,,,"gewerblich","120","4","754445509","Eigentum_ist_besser_als_Miete_zahlen","95173","42399135"
,,,,"2001",,,,"true",,"129000",,"true",,"1974",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","140","4","722011806","Hochdonn:_Benoetigen_Sie_Unterstellmoeglichkeiten?","25712","29016522"
,"true",,,,,,"true",,,"235200",,,,"716",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","753378638","Ein_bestechender_Preis_fuer_eine_grosse_Familie","25709","47346353"
,"true",,,,,,"true",,,"259900",,,,"819",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","4","753379335","Ihr_Fensterplatz_am_Meer_!","25709","47346353"
"true","true",,"true","1884","true",,"true","true","true","149900",,,,"183",,"mehrfamilienhaus",,"elektroheizung",,"true","nein","true","2017","8","privat","160","10","681977011","Repraesentative_Stadtvilla_nahe_Nordsee_in_Marne___provisionsfrei!","25709","35439424"
,,,,"1901",,,,"true",,"249000",,"true",,"1663",,"villa",,"zentralheizung","true",,"ja",,,,"gewerblich","160","8","753063934","Schoenes_Ambiente_in_aussergewoehnlichem_Haus_mit...","34596","32130132"
,,"true",,"1900",,,,,,"165000",,"true",,"352",,"einfamilienhaus",,"zentralheizung","true",,"nein",,,,"gewerblich","160","6","439470959","Top_Zentral!","34596","3687911"
,,,,,,,,,,"157900",,,,,,"bungalow",,,,,"nein",,,,"gewerblich","160","5","618197646","Schluesselfertige_Massivhaeuser_zum_fairen_Preis!","24376","39185644"
,"true",,,,,,"true",,,"218800",,,,"750",,"bungalow",,"zentralheizung",,,"nein",,,,"gewerblich","120","3","650689801","Das_passende_Haus_fuer_Ihren_ganz_persoenlichen_Traum_!!!","24395","47346353"
,,,,"1934",,,,,,"79000",,"true",,"357.00",,"einfamilienhaus",,"zentralheizung",,,"ja",,,,"gewerblich","160","4.0","761843083","Burg:_Wollen_Sie_ein_grosses_Grundstueck?","25712","29016522"
,"true",,,,,,"true",,,"243339","true",,,"800",,"einfamilienhaus",,"etagenheizung",,,"nein",,,,"gewerblich","120","4","528693034","Das_Haus_fuers_Leben","95028","42399135"
,"true",,,,,,"true",,,"240400",,,,"700",,"einfamilienhaus",,"zentralheizung",,,"nein",,,,"gewerblich","160","5","650688898","In_Kuerze___Hier_wird_eine_grosse_Familie_sehr_gluecklich...","24376","47346353"
